,skid,cell_type,idx,name,name_noside,side,annotated_name
266,3709977,PN,1211.0,backwards handlebar left (looks like 35a),backwards handlebar ,left,Gustatory PN 2; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
267,11067379,PN,1687.0,non-olfactory PN left,non-olfactory PN,left,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
268,11333054,PN,2710.0,Gustatory PN left,Gustatory PN,left,Gustatory PN 1; gustatory-external 2nd_order PN
269,4154421,PN,386.0,Lower Looping PN Left - AVM004,Lower Looping PN - AVM004,left,Thermo PN 4; tPN; thermo-cold 2nd_order PN
270,18740553,PN,1449.0,MN_AN iACT PN left,MN_AN iACT PN,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
271,3991518,PN,1859.0,Handlebar PN (CB on left),Handlebar PN ,left,Thermo PN 3; tPN; thermo-cold 2nd_order PN
272,4985759,LN,558.0,AVL011 PN Left,AVL011 PN,left,Thermo PN 2
273,21250110,ascending,1731.0,A10j_a1l,A10j_a1,left,noci
274,17729020,PN-somato,514.0,Ipsiphone lineage bilateral left,Ipsiphone lineage bilateral,left,mechano-Ch 2nd_order PN
275,17729161,other,1648.0,BLDc descending 4 left,BLDc descending 4,left,no official annotation
276,17105977,PN-somato,2583.0,BLVp1 local left,BLVp1 local,left,noci 2nd_order PN
277,17224013,pre-DN-SEZ,197.0,DALl1 6 left,DALl1 6,left,no official annotation
278,17223685,DN-VNC,2088.0,DPMpm1 1 DN? left,DPMpm1 1 DN?,left,no official annotation
279,10714526,PN-somato,1842.0,DPlal simple bilateral 3 left,DPlal simple bilateral 3,left,mechano-Ch 2nd_order PN
280,9508724,PN-somato,989.0,Ipsiphone lineage bilateral 2 left,Ipsiphone lineage bilateral 2,left,mechano-Ch 2nd_order PN
281,17728896,other,2784.0,BLAv12_ant interneuron unpaired left,BLAv12_ant interneuron unpaired,left,no official annotation
282,9739780,pre-DN-SEZ,267.0,BLDc pointer left,BLDc pointer,left,no official annotation
283,17223643,other,2440.0,BLVp1 hook left,BLVp1 hook,left,no official annotation
284,18656202,PN-somato,2582.0,BLVp1 bilateral 3 left; down seahorse left,BLVp1 bilateral 3; down seahorse,left,noci 2nd_order PN
285,11717001,PN-somato,2360.0,BLP12 gripper 1 left; dpn_left_1304_1,BLP12 gripper 1; dpn_1304_1,left,mechano-Ch 2nd_order PN
286,9718223,pre-DN-VNC,,DPlal simple bilateral 8 left TODO,DPlal simple bilateral 8 TODO,left,partially differentiated
287,12367568,PN-somato,2786.0,BLVa_t ascending 1 left,BLVa_t ascending 1,left,mechano-Ch 2nd_order PN
288,17488886,other,2107.0,DPlal1-3_med sparse unpaired left,DPlal1-3_med sparse unpaired,left,no official annotation
289,17468727,other,1325.0,BLP34 local left,BLP34 local,left,no official annotation
290,11263687,PN-somato,239.0,Basal Tel-like 5 left (Downstream A00c),Basal Tel-like 5 ,left,noci 2nd_order PN
291,5755261,PN-somato,1682.0,BLP34 lateral left,BLP34 lateral,left,mechano-Ch 2nd_order PN
292,16595001,PN-somato,2591.0,BLP12 local descending twig 2 left,BLP12 local descending twig 2,left,mechano-Ch 2nd_order PN
293,12273754,PN-somato,2699.0,MIXED bilateral 2 left,MIXED bilateral 2,left,noci 2nd_order PN
294,10982951,PN-somato,2685.0,Basal Tel-like 3 left,Basal Tel-like 3,left,noci 2nd_order PN
295,11719626,PN-somato,2418.0,BLP12 spaghetti left; dpn_left_1304_2,BLP12 spaghetti; dpn_1304_2,left,mechano-Ch 2nd_order PN
296,20812872,other,589.0,BLAv12_lat pointer-like 2 left,BLAv12_lat pointer-like 2,left,no official annotation
297,20343986,PN-somato,2921.0,BLDc A00c pointer left,BLDc A00c pointer,left,noci 2nd_order PN
298,17360030,other,1676.0,DPlal simple bilateral 4 left,DPlal simple bilateral 4,left,no official annotation
299,19919566,PN-somato,709.0,mixed bpl terminal left,mixed bpl terminal,left,mechano-Ch 2nd_order PN
300,17360254,PN-somato,1554.0,AB left; DALv1 L Lineage - Downstream A00c,AB; DALv1 Lineage - Downstream A00c,left,noci 2nd_order PN
301,11717030,other,1079.0,BLP12 descending 1 left; dpn_left_1304_11,BLP12 descending 1; dpn_1304_11,left,no official annotation
302,16485518,PN-somato,607.0,BLDc descending 2 left,BLDc descending 2,left,noci 2nd_order PN
303,17464168,PN-somato,220.0,BLP12 local descending twig 1 left,BLP12 local descending twig 1,left,mechano-Ch 2nd_order PN
304,19102929,PN-somato,2912.0,BLAv12_lat contralateral left,BLAv12_lat contralateral,left,mechano-Ch 2nd_order PN
305,10929797,ascending,1390.0,VLEL4_a1l,VLEL4_a1,left,mechano-Ch
306,16014701,PN-somato,1788.0,BLP12 hook 6 left,BLP12 hook 6,left,mechano-Ch 2nd_order PN
307,8529400,pre-DN-VNC,290.0,UNK bilateral gnarled dendrite left,UNK bilateral gnarled dendrite,left,no official annotation
308,5704424,other,200.0,UNK basal left,UNK basal,left,no official annotation
309,16961482,PN-somato,2405.0,DALv1 contralateral 2 left,DALv1 contralateral 2,left,mechano-Ch 2nd_order PN
310,17360070,other,2128.0,DPlal simple bilateral 5 left,DPlal simple bilateral 5,left,no official annotation
311,15586949,pre-DN-SEZ,1782.0,BLVp1 local a left,BLVp1 local a,left,no official annotation
312,5744502,other,2593.0,PVC_left,PVC,left,no official annotation
313,17360042,other,2342.0,DPlal simple bilateral 6 left,DPlal simple bilateral 6,left,no official annotation
314,11717020,other,394.0,BLP12 gripper 4 left; dpn_left_1304_3,BLP12 gripper 4; dpn_1304_3,left,no official annotation
315,20981321,other,2844.0,BLAv12_lat pointer-like left,BLAv12_lat pointer-like,left,no official annotation
316,2652641,other,468.0,BLVa_t hook 2 left,BLVa_t hook 2,left,no official annotation
317,20981306,other,1167.0,MIXED pointer-like left,MIXED pointer-like,left,no official annotation
318,17729410,PN-somato,1290.0,BLVa34 small ipsi 1 left,BLVa34 small ipsi 1,left,noci 2nd_order PN
319,17170215,other,1829.0,BLDc descending 3 left,BLDc descending 3,left,no official annotation
320,15669682,pre-DN-VNC,557.0,BLVp1 hook 3 left,BLVp1 hook 3,left,no official annotation
321,1400725,sensory,2723.0,AN-L-Sens-B1-ACa-12,ANSens-B1-ACa-12,left,enteric
322,8005609,sensory,1263.0,v'td_a2l (Abdominal Sensory),v'td_a2l ,left,respiratory
323,3795424,sensory,2111.0,v'td_a5l (Abdominal Sensory),v'td_a5l ,left,respiratory
324,1431256,sensory,174.0,AN-L-Sens-B1-AVa-27,ANSens-B1-AVa-27,left,enteric
325,19120772,sensory,2884.0,v'td_vnc_a7l,v'td_vnc_a7,left,respiratory
326,1406463,sensory,16.0,AN-L-Sens-B1-ACa-14,ANSens-B1-ACa-14,left,enteric
327,9820270,sensory,2032.0,AN-L-Sens-B1-AVa-29,ANSens-B1-AVa-29,left,enteric
328,1392771,sensory,2463.0,AN-L-Sens-B1-ACa-06,ANSens-B1-ACa-06,left,enteric
329,1377586,sensory,2571.0,AN-L-Sens-B1-ACa-07,ANSens-B1-ACa-07,left,enteric
330,8154054,DN-SEZ,2080.0,BAmas12_dor center output 1 left,BAmas12_dor center output 1,left,no official annotation
331,1375101,sensory,2269.0,AN-L-Sens-B1-AVa-17,ANSens-B1-AVa-17,left,enteric
332,1405493,sensory,643.0,AN-L-Sens-B1-ACa-09,ANSens-B1-ACa-09,left,enteric
333,1414206,sensory,1069.0,AN-L-Sens-B1-AVa-16,ANSens-B1-AVa-16,left,enteric
334,9838294,sensory,831.0,AN-L-Sens-B1-ACa-13,ANSens-B1-ACa-13,left,enteric
335,1391179,sensory,1419.0,AN-L-Sens-B1-ACa-15,ANSens-B1-ACa-15,left,enteric
336,19017854,sensory,2493.0,v'td_vnc_a4l,v'td_vnc_a4,left,respiratory
337,15724175,sensory,36.0,MN-L-Sens-B3-VM-11,MNSens-B3-VM-11,left,gustatory-pharyngeal
338,7340629,sensory,1177.0,v'td_a6l (Abdominal Sensory),v'td_a6l ,left,respiratory
339,4363883,sensory,1099.0,v'td_a3l (Abdominal Sensory),v'td_a3l ,left,respiratory
340,12740290,PN,728.0,SEZ-IN-A01-left,SEZ-IN-A01,left,enteric 2nd_order PN
341,16911458,sensory,999.0,v'td_vnc_a6l,v'td_vnc_a6,left,respiratory
342,7012280,sensory,713.0,v'td_vnc_a5l,v'td_vnc_a5,left,respiratory
343,15769680,sensory,525.0,AN-L-Sens-B1-AVa-19,ANSens-B1-AVa-19,left,enteric
344,15770904,sensory,276.0,AN-L-Sens-B1-AVa-24,ANSens-B1-AVa-24,left,enteric
345,3450442,PN,656.0,mPN iACT B2 left,mPN iACT B2,left,mPN; mPN iACT B2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN
346,5261424,PN,315.0,mPN iACT A2 left,mPN iACT A2,left,mPN; mPN iACT A2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
347,8349454,PN,2222.0,GB: left,GB:,left,FFN-30; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
348,8704079,PN,719.0,mPN iACT B3 left,mPN iACT B3,left,mPN; mPN iACT B3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN
349,9589146,PN,2913.0,mPN iACT C1 left,mPN iACT C1,left,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
350,8480221,PN,2610.0,mPN seahorse left,mPN seahorse,left,mPN; mPN seahorse; mPN; olfactory 2nd_order PN
351,9971209,LN,2624.0,MIXED crinkled left; Down to Multi PNs,MIXED crinkled; Down to Multi PNs,left,no official annotation
352,2612527,PN,1364.0,mPN iACT C2 left,mPN iACT C2,left,mPN; Multiglomerular PN 3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
353,8542422,PN,1553.0,AD:BAmd1 v 3_Kathak_right,AD:BAmd1 v 3_Kathak,left,LHN-22; CN-58; gustatory-external 2nd_order PN
354,9577562,other,926.0,BLVp12 sickle 1 left,BLVp12 sickle 1,left,no official annotation
355,12225666,PN,677.0,mPN iACT A3 left,mPN iACT A3,left,mPN; FFN-21; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN
356,17743170,PN,1747.0,KS PN left,KS PN,left,PN; gustatory-external 2nd_order PN
357,17844900,LN,2841.0,Giant-step left,Giant-step,left,no official annotation
358,9119558,PN,2717.0,mPN iACT VUM L,mPN iACT VUM,left,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN
359,7092086,other,497.0,PN in Olfactory Bundle 1 left,PN in Olfactory Bundle 1,left,Unknown PN 1
360,17545695,pre-DN-SEZ,1265.0,cypress left,cypress,left,mPN
361,6451332,PN,1998.0,mPN D left,mPN D,left,mPN; mPN D; mPN; olfactory 2nd_order PN
362,3712893,PN,465.0,mPN iACT bilateral LOWER left,mPN iACT bilateral LOWER,left,mPN; mPN iACT bilateral LOWER; Multiglomerular PN 2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN
363,3450751,PN,2281.0,mPN BAmd1-g right,mPN BAmd1-g,left,mPN; Multiglomerular PN 5; olfactory 2nd_order PN; gustatory-external 2nd_order PN
364,2628785,PN,1886.0,AE:BAmd2 r bilateral_left,AE:BAmd2 bilateral,left,LHN-19; CN-55; gustatory-external 2nd_order PN
365,13849557,pre-DN-VNC,248.0,CSD left,CSD,left,no official annotation
366,7168356,pre-DN-VNC,2760.0,Weird PN to LH left,Weird PN to LH,left,no official annotation
367,11007420,DN-SEZ,1819.0,DPMpl12 tall 2 left,DPMpl12 tall 2,left,no official annotation
368,10915553,DN-VNC,1278.0,CM4-dm Switcheroo 1 left,CM4-dm Switcheroo 1,left,no official annotation
369,12366224,pre-DN-VNC,2633.0,BLVa_t ascending lateral 1 left,BLVa_t ascending lateral 1,left,no official annotation
370,11455472,ascending,1041.0,VLEL9_a1l,VLEL9_a1,left,unknown modality
371,8644484,ascending,1726.0,A05g_a1l? lch projection neuron bilateral dendrites a1l,A05g_a1l? lch projection neuron bilateral dendrites a1,left,mechano-Ch
372,10527147,DN-SEZ,1874.0,CP descending contralateral 3 left,CP descending contralateral 3,left,no official annotation
373,2816457,ascending,1288.0,A00c_a5l,A00c_a5,left,A00c_a5; noci
374,16303262,sensory,1550.0,v'td_a1l ,v'td_a1l ,left,respiratory
375,4555763,ascending,596.0,A08h_a1l,A08h_a1,left,noci
376,17732270,DN-VNC,43.0,CM4-dm Switcheroo 3 left,CM4-dm Switcheroo 3,left,no official annotation
377,3220616,ascending,2362.0,A09 Contra Brain Projection_a1l,A09 Contra Brain Projection_a1,left,unknown modality
378,5080991,pre-DN-VNC,2240.0,BAla34 Ipsilateral Hook left,BAla34 Ipsilateral Hook,left,no official annotation
379,5343578,ascending,1509.0,A08x_a1l,A08x_a1,left,mechano-Ch
380,8057753,ascending,2540.0,A08j2_a1l,A08j2_a1,left,unknown modality
381,19470184,DN-SEZ,2658.0,PC-IN-left,PC-IN,left,no official annotation
382,992646,DN-SEZ,2498.0,BAmas12 contra left; Interneuron--35 in total,BAmas12 contra; Interneuron--35 in tota,left,no official annotation
383,15715796,sensory,872.0,MN-L-Sens-B2-VM-04,MNSens-B2-VM-04,left,gustatory-external
384,17951049,DN-SEZ,2825.0,SEZ-IN-07-left,SEZ-IN-07,left,no official annotation
385,15679484,sensory,318.0,MN-L-Sens-B2-VM-08,MNSens-B2-VM-08,left,gustatory-external
386,8216541,DN-SEZ,1200.0,BAmas12_dor center output 2 left,BAmas12_dor center output 2,left,no official annotation
387,15690392,sensory,1215.0,MN-L-Sens-B2-VM-11,MNSens-B2-VM-11,left,gustatory-external
388,1709802,sensory,261.0,AN-L-Sens-B2-AVa-24 (PPS mechano),ANSens-B2-AVa-24 ,left,gustatory-pharyngeal
389,15983156,sensory,2319.0,AN-L-Sens-B1-AVa-39,ANSens-B1-AVa-39,left,enteric
390,1429969,sensory,1713.0,AN-L-Sens-B1-AVa-20,ANSens-B1-AVa-20,left,enteric
391,3928652,RGN,560.0,CA-LP-1_left,CA-LP-1,left,no official annotation
392,4108016,PN,2640.0,Upper Looping PN Left - AVM004,Upper Looping PN - AVM004,left,Thermo PN 7; tPN; thermo-cold 2nd_order PN
393,9927082,PN,250.0,LN1;left,LN1,left,Pdf-LaNs; visual 2nd_order PN
394,13422280,DN-VNC,1963.0,CP descending contralateral 1 left,CP descending contralateral 1,left,no official annotation
395,17414715,LN,311.0,ChalOLP;left,ChalOLP,left,no official annotation
396,2204467,PN,1336.0,LN2;left,LN2,left,Pdf-LaNs; visual 2nd_order PN
397,16087799,PN,258.0,LN4;left,LN4,left,Pdf-LaNs; visual 2nd_order PN
398,8118929,PN,986.0,LN3;left,LN3,left,Pdf-LaNs; visual 2nd_order PN
399,8700125,LN,524.0,GlulOLP;left,GlulOLP,left,no official annotation
400,17729088,LHN,886.0,Tel-like 3; BLVp1 7? left,Tel-like 3; BLVp1 7?,left,noci 2nd_order PN
401,4663875,pre-DN-VNC,1508.0,BLAv12 bilateral 2 left,BLAv12 bilateral 2,left,no official annotation
402,16594752,PN-somato,2455.0,Basal Tel-like 8 left,Basal Tel-like 8,left,noci 2nd_order PN
403,14338439,PN-somato,694.0,BLDc A00c pointer 2 left,BLDc A00c pointer 2,left,noci 2nd_order PN
404,16472086,PN-somato,2006.0,Basal Tel-like 4 left,Basal Tel-like 4,left,mechano-Ch 2nd_order PN
405,15689046,pre-DN-SEZ,118.0,DPlal simple bilateral 7 left,DPlal simple bilateral 7,left,no official annotation
406,9822593,pre-DN-VNC,1978.0,BLAvm bilateral neuron 2 left,BLAvm bilateral neuron 2,left,no official annotation
407,5762666,LHN,33.0,n_down pOLP&PVL09-2 left,n_down pOLP&PVL09-2,left,noci 2nd_order PN; mechano-Ch 2nd_order PN
408,21220994,PN-somato,1166.0,Basal Tel-like 1 left,Basal Tel-like 1,left,noci 2nd_order PN; mechano-Ch 2nd_order PN
409,20981350,other,2514.0,BLAv12_lat pointer 3 left,BLAv12_lat pointer 3,left,no official annotation
410,9481869,PN-somato,67.0,DALl1 11 left,DALl1 11,left,mechano-Ch 2nd_order PN
411,6633635,PN-somato,2358.0,DPlal simple bilateral 1? left,DPlal simple bilateral 1?,left,noci 2nd_order PN; mechano-Ch 2nd_order PN
412,16059078,PN-somato,1038.0,Local Crescent left,Local Crescent,left,mechano-Ch 2nd_order PN
413,9348984,pre-DN-VNC,2246.0,BLVa hook 1 left,BLVa hook 1,left,no official annotation
414,16059134,pre-DN-VNC,2754.0,MIXED local left,MIXED local,left,no official annotation
415,17430685,other,1564.0,BLVp1 bilateral 5 left,BLVp1 bilateral 5,left,no official annotation
416,5750884,PN-somato,1223.0,Tel-like 5 left,Tel-like 5,left,Tel5; noci 2nd_order PN
417,20730780,PN-somato,2420.0,Basal Tel-like 6 left,Basal Tel-like 6,left,noci 2nd_order PN
418,17165621,PN-somato,568.0,Basal Tel-like 7 left,Basal Tel-like 7,left,noci 2nd_order PN; mechano-Ch 2nd_order PN
419,14797760,PN-somato,1934.0,above BPL toward anterior Left,above BPL toward anterior,left,mechano-Ch 2nd_order PN
420,15587533,PN-somato,2061.0,BLVp1 bilateral 2 left,BLVp1 bilateral 2,left,mechano-Ch 2nd_order PN
421,15096548,pre-DN-VNC,1239.0,BLAv12_lat pointer 2 left,BLAv12_lat pointer 2,left,no official annotation
422,4635057,LHN,2368.0,PVL005 - 2 Left,PVL005 - 2,left,Thermo PN 1; Thermo PN 6
423,7582412,LN,1739.0,3rd Thermo Left - ADL022,3rd Thermo - ADL022,left,no official annotation
424,19611917,LHN,2311.0,DN1-1 - PDL007 #2 left,DN1-1 - PDL007 #2,left,no official annotation
425,17244655,LHN,920.0,AF3 left,AF3,left,no official annotation
426,16045758,other,1962.0,BLP12 claw 2 left,BLP12 claw 2,left,no official annotation
427,4926999,LN,2846.0,3rd-order Thermo left; (possible PVL005 ),3rd-order Thermo; ,left,no official annotation
428,8765298,other,906.0,BLP12 claw 3 left,BLP12 claw 3,left,no official annotation
429,12156009,PN,2195.0,handlebar-like 4 (no soma) left ,handlebar-like 4  ,left,Gustatory PN 3; gustatory-external 2nd_order PN
430,4260935,PN,1899.0,PN Only Connects To Togethers Left,PN Only Connects To Togethers,left,Thermo PN 5; tPN; thermo-cold 2nd_order PN
431,17962513,LHN,223.0,BLAd lat 1 neuron 8842221_sibling left **MISSING DENDRITE**,BLAd lat 1 neuron 8842221_sibling **MISSING DENDRITE**,left,no official annotation
432,4279887,LHN,7.0,Chong left,Chong,left,no official annotation
433,7952981,PN,2132.0,5thLN;left,5thLN,left,vPN; visual 2nd_order PN
434,5289042,LHN,340.0,BLVa12 local 2 left,BLVa12 local 2,left,no official annotation
435,4636432,LN,561.0,AF13: 3rd-order Thermo (possible PVL005 )4 Left,AF13: 3rd-order Thermo 4,left,no official annotation
436,2379544,other,601.0,BLP12 claw 1 left,BLP12 claw 1,left,no official annotation
437,9747418,LHN,700.0,PPLV - 2 Left (maybe PVL014c),PPLV - 2 ,left,no official annotation
438,12745771,LHN,1982.0,DN1-1 - PDL007 left,DN1-1 - PDL007,left,no official annotation
439,5959820,pre-DN-SEZ,865.0,BLVa34 local neuron left,BLVa34 local neuron,left,no official annotation
440,16098538,LHN,84.0,DPLm2 gnarled left,DPLm2 gnarled,left,no official annotation
441,4570270,LN,1599.0,V1: possible PVL005 -  3 Left,V1: possible PVL005 -  3,left,no official annotation
442,12948470,LN,1607.0,PVL005 1 left,PVL005 1,left,Thermo PN 1; Thermo PN 6
443,8293958,PN,2870.0,Suckerfish PN left,Suckerfish PN,left,PN; tPN; gustatory-external 2nd_order PN; thermo-cold 2nd_order PN
444,17776906,LN,1660.0,AF8: PDL_left_sibling,AF8: PDL_sibling,left,no official annotation
445,11123016,other,2324.0,from upper looping PN - peptidergic left,from upper looping PN - peptidergic,left,Multiglomerular PN 6
446,8509534,PN,463.0,mPN cobra left,mPN cobra,left,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN
447,16630941,KC,2671.0,KC22,KC22,left,KC
448,16631114,KC,224.0,KC78?,KC78?,left,KC
449,5937084,KC,2752.0,KC65;_42a left,KC65;_42a,left,KC
450,16435965,KC,993.0,KC no pair,KC no pai,left,KC
451,16630264,KC,136.0,KC25,KC25,left,KC
452,16444327,KC,2404.0,KC no pair,KC no pai,left,KC
453,16977881,KC,585.0,KC90,KC90,left,KC
454,16627861,KC,2373.0,KC no pair,KC no pai,left,KC
455,16630385,KC,2090.0,KC no pair,KC no pai,left,KC
456,8262503,KC,263.0,KC no pair,KC no pai,left,KC
457,15722867,KC,1951.0,KC82,KC82,left,KC
458,15721919,KC,2225.0,KC no pair,KC no pai,left,KC
459,14898816,KC,768.0,KC13,KC13,left,KC
460,11691603,KC,2630.0,KC17,KC17,left,KC
461,4412315,KC,2031.0,KC2/24,KC2/24,left,KC
462,8262302,KC,351.0,KC21,KC21,left,KC
463,16627838,KC,1050.0,KC49?,KC49?,left,KC
464,16039470,KC,1624.0,KC14,KC14,left,KC
465,11725803,KC,588.0,KC42,KC42,left,KC
466,11725127,KC,2651.0,KC12,KC12,left,KC
467,4411505,KC,1180.0,KC no pair,KC no pai,left,KC
468,16058860,KC,1162.0,KC100,KC100,left,KC
469,4518546,KC,2344.0,KC no pair,KC no pai,left,KC
470,4412036,KC,1287.0,KC no pair,KC no pai,left,KC
471,16629788,KC,2316.0,KC34,KC34,left,KC
472,11934107,PN,2317.0,I1 left (ipsilat PN to bilateral LH),I1 ,left,gustatory-external 2nd_order PN
473,15718981,pre-DN-VNC,1542.0,Nag left,Nag,left,no official annotation
474,17354392,pre-DN-SEZ,432.0,MB2IN-161 left,MB2IN-161,left,no official annotation
475,8640212,other,2568.0,BLAd local unpaired left,BLAd local unpaired,left,no official annotation
476,15541971,other,1439.0,BAmd1 bilateral left,BAmd1 bilateral,left,no official annotation
477,16095576,other,95.0,DPL Lander-like left,DPL Lander-like,left,no official annotation
478,17729888,other,1100.0,CPa 3 left,CPa 3,left,no official annotation
479,17729167,other,537.0,BLDc gnarly left,BLDc gnarly,left,no official annotation
480,15517247,pre-DN-VNC,2245.0,DALcm12 L v e 1,DALcm12 v e 1,left,no official annotation
481,12121795,PN,1656.0,BAlc_post I left,BAlc_post I,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
482,5708994,PN,745.0,BLAvm potential PN left,BLAvm potential PN,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
483,8347613,LHN,1840.0,Ivy left,Ivy,left,no official annotation
484,4393026,LHN,1768.0,SY: Large Fragment Missing Soma_left,SY: Large Fragment Missing Soma,left,no official annotation
485,3061422,other,1440.0,DM-NPF_conn4_left,DM-NPF_conn4,left,no official annotation
486,8639662,other,2680.0,DPLm ant 1 left,DPLm ant 1,left,no official annotation
487,8687096,pre-DN-VNC,1466.0,DPlal outer bilateral 2 left,DPlal outer bilateral 2,left,no official annotation
488,3650006,PN,803.0,PN of GPhN to LH (left),PN of GPhN to LH ,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
489,4664256,PN-somato,771.0,PL: Pair 1_down pvl09_left,PL: Pair 1_down pvl09,left,noci 2nd_order PN
490,9940382,PN,425.0,pOLP;left,pOLP,left,vPN; visual 2nd_order PN
491,9488991,LHN,929.0,LQ: weak on PVL09 & MBE24_left,LQ: weak on PVL09 & MBE24,left,no official annotation
492,5688091,DN-SEZ,301.0,MBE - Input of Hugin RG Candidates left 1 - paired with #5038920,MBE - Input of Hugin RG Candidates 1 - paired with #5038920,left,no official annotation
493,18566501,LHN,2840.0,ASB B1 left 9,ASB B1 9,left,no official annotation
494,10540188,other,194.0,Cheech left,Cheech,left,no official annotation
